Item Name,Item URL,Item Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer
"Storite Nylon 40 Cm Imported Travel Duffle Bag, Expandable Folding Travel Bag for Women, Lightweight Waterproof Carry Weekender Overnight Luggage Bag for Travel (Pink, 40 x 23 x 45 Cm)",https://www.amazon.in/Storite-Travel-Bag-Lightweight-Waterproof/dp/B0B24Z8KBV/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-244,998,4.1 out of 5 stars,653,"['Storite Nylon 40 Cm Imported Travel Duffle Bag, Expandable Folding Travel Bag for Women, Lightweight Waterproof Carry Weekender Overnight Luggage Bag for Travel (Pink, 40 x 23 x 45 Cm)']",B0B24Z8KBV,"['Large capacity travel bag greatly save space after folding, easily carry on your flight and travel after expansion. Great idea as an extra bag into your luggage bag. Normal Dimension: 40 x 22 x 30cm. Expansion Dimension: 40 x 23 x 45cm. 41.40 Ltrs;Water Resistance Level: Water Resistant; Strap Type: Convertible <br>DURABLE MATERIAL - Large capacity folding travel bag made with lightweight waterproof and tear resistant oxford nylon fabric, solid, durable and strong enough to carry.It is enough for short trips and can easily accommodate 3-5 days of travel clothes. <br>BOTTOM EXTENSION - The bottom of the zipper hides the expansion function, allowing you to solve the trouble caused by too many or too few items during travel. Waterproof bags for travel There is only One Compartment with two pockets inside. It is enough for short trips and can easily accommodate 3-5 days of travel clothes.(shoes cant be kept in it) <br>Easy to carry - Handbag storage you can carry it by hand or carry it on your shoulder, or you can easily place it on your luggage through the fixed belt design on the back, which is convenient for storage and transportation, and makes travel more convenient. <br>WIDE RANGE OF APPLICATIONS - Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping. Suitable for women, men, teens and big kids, great idea as personal item for airline travel and emergency spare bag in the suitcase. <br>']",Brand: Storite
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),https://www.amazon.in/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-245,669,4.4 out of 5 stars,"1,443",['Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print)'],B07GNCRCP4,"['Made with Love in India.Constructed Using Water Repellant High Quality Polyester & top-notch Hardware.Extremely Slim, Intelligent Design - Easy to Handle, yet Ample Space for Daily EssentialsWell Padded Laptop Compartment, Designed for Laptops with Screen Size Between 14 to 15.6 Inches.Carry Using the Grab Handles or On-Shoulder using the Included, Comfortable Shoulder Strap.']",Visit the Protecta Store
Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),https://www.amazon.in/BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-246,"1,499",4.3 out of 5 stars,925,['Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black)'],B081RLHHCY,"['Stylish, gaming-inspired design with the cyber-text pattern and ROG Logo. Material : PolyesterQuick-access exterior pocket for your essential accessoriesGenerous 16L interior for easy transport of an up 15.6-inch laptopIt also features Ghost chain for better security, Large air mesh back & Luggage strap']",Visit the ASUS Store
Aristocrat Draw-Pack 15L Unisex Grey Laptop Bags,https://www.amazon.in/Aristocrat-Draw-Pack-Unisex-Grey-Laptop/dp/B0B5YGP1BV/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-247,499,4.3 out of 5 stars,12,['Aristocrat Draw-Pack 15L Unisex Grey Laptop Bags'],B0B5YGP1BV,['Compact & Stylish 1 Compartment 1 Front Quick Access Drawstring Pocket Shoulder Strap Reinforcement'],Visit the Aristrocrat Store
"ANNACREATIONS Stylish Mermaid Duffle Sports Dance Gymnastics Sports Gym Bag, Kids Travel Bag for Girls (Style 3)",https://www.amazon.in/ANNACREATIONS-Stylish-Mermaid-Duffle-Gymnastics/dp/B0BMGK1L2X/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-248,375,4.5 out of 5 stars,20,"['ANNACREATIONS Stylish Mermaid Duffle Sports Dance Gymnastics Sports Gym Bag, Kids Travel Bag for Girls (Style 3)']",B0BMGK1L2X,"['【GYM BAG FOR GIRLS】The kids Gym bag with cute mermaid printed design makes the little girls fall in love with it quickly, This Bag fabric is safe.【DIMENSION】35x20.5x20.5cm (LxWxH).Weight: 0.2kg. Soft adjustable shoulder straps.【PRODUCT MATERIAL 】 Made With High Quality Non-Toxic Material. Lightweight, Easy To Clean, Durable. It Has Sturdy, Non-Slip, Comfortable Adjustable Straps. Very Safe.【USAGE 】 This Gym Bag Is Perfect For, Travelling Bag, Carry Bag, Picnic Bag, Enough Space For Gym Stuffs.【GIFT】Perfect For Gift']",Brand: ANNACREATIONS
DAHSHA Stylish Nylon Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey),https://www.amazon.in/DAHSHA-Multipurpose-Travel-Duffel-13X7x11-inch/dp/B07GCLJTZF/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-249,694,3.9 out of 5 stars,392,['DAHSHA Stylish Nylon Sling Cross Body Travel Bag for Business Office Messenger One Side Shoulder Carry Handbag Bag For Men & Women (35X18x25 CM-grey)'],B07GCLJTZF,"['Material Type : NylonWeight : 700 Gm ;Dimension : 35X18x25 CM(LxWxH) ADJUSTABLE STRAP : Belt length- 140CM.Special Features - Messenger Bag zippered pockets (2 front side, 1 inner pocket, 2 main compartment)this Bag can be use as Tiffin bag.Special Features - Messenger Bag zippered pockets (2 front side, 1 inner pocket, 2 main compartment)this Bag can be use as Tiffin bag.Please Note : This Bag is Small and Use as a Tiffin or Lunch Bag as well as There is a Little Difference Between Photos and Reality in BagDisclaimer:To analyze the size accurately, kindly read the dimension and check with any scale available to you before placing order.']",Visit the DAHSHA Store
"SNDIA 2-Set Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Cosmetic Pouch for Women Makeup Organizer Bag Plastic Box Vanity, Shaving Kit Toiletry Bag for Men (23.5x15.5x10 cm)",https://www.amazon.in/SNDIA-Transparent-Storage-Cosmetic-Toiletry/dp/B095PFZLJR/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-250,398,4.2 out of 5 stars,674,"['SNDIA 2-Set Multipurpose Transparent Travel Pouch Makeup Toiletry Kit Bag Cosmetic Pouch for Women Makeup Organizer Bag Plastic Box Vanity, Shaving Kit Toiletry Bag for Men (23.5x15.5x10 cm)']",B095PFZLJR,"['Material : Transparent PVC; Dimensions : Large: 23.5 x 15.5 x 10 cm Medium: 22 x 13.5 x 8.5cm. Portable and durable PVC clear bag with Sturdy quality zipper. Lightweight and Large capacity.Convenience : Transparent design allows you to see what is stored and where it is. Easily find what you are looking for without wasting time. <br>Multipurpose :This clear toiletry bag is a perfect gift for family, girlfriend or even as a treat for yourself. it could be a cosmetic bag, a small toy bag, or an electronic accessory bag. Ideal organizer for travel & home use of cosmetics, medicine, toiletries <br>Gadget Bag : An electronic accessory bag. Ideal for travel & USB cables earphones or power bank. <br>']",Visit the SNDIA Store
"Space full School And Laptop Bag,For Man & Women College/Office/Traveling In Red & Grey Color Pack Of 1",https://www.amazon.in/School-Laptop-College-Office-Traveling/dp/B0BL7HMWVZ/ref=sr_1_251?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-251,399,4.5 out of 5 stars,2,"['Space full School And Laptop Bag,For Man & Women College/Office/Traveling In Red & Grey Color Pack Of 1']",B0BL7HMWVZ,"['Care Instructions: Hand Wash OnlyPack Of - 01Color - Red GreyThe Shoulder Straps Are Also Padded To Feel Extremely Comfortable Even When The Bag Is Fully Loaded.Dependable zippers, adjustable shoulder straps, two bottle/umbrella holders, padded handles, and padded laptop compartments.You Can Use It For Work, At College Or While Travelling He Classy And Affordable Bag Is Very Comfortable To Carry And Is Highly Durable For All College Goers.']",Brand: Generic
ASIAN Sling Bag for Women - Handmade Bags for Females - Jute and Indian Fabric Slings - Side Bags for Mobile Phones and Wallets (Black),https://www.amazon.in/ASIAN-Sling-Bag-women-Handmade/dp/B09SXRZ7FW/ref=sr_1_252?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-252,224,3.6 out of 5 stars,86,['ASIAN Sling Bag for Women - Handmade Bags for Females - Jute and Indian Fabric Slings - Side Bags for Mobile Phones and Wallets (Black)'],B09SXRZ7FW,"['Closure: ZipperCOMPATIBILITY: Use this Sling Bags on all your casual occasions like Lunch Date, Shopping, Casual Outing, Parties etc. It can fit a phone, chrger, power bank, makeup, keys, pen, passport etc. A great gift for all the women.SPECIFICATIONS: This Sling bag comes with a Metallic Zip Closure for its compartments. This bags has a single large compartment to fit in all your accessories. It also has a small pocket at the back for coins, tickets, bills etc. with a long adjustable shoulder strap.MATERIAL: Made of India. The Bags used is 100% Jute , making it a cruelty-free and a responsible product. The inside has a water resistant lining. All products are handmade, with a running fabric and hence the exact print on the product might slightly differ from the photos.STYLING: Team this Sling with your Casual or Traditional Wear for any occasion, it is surely going to enhance your look and make you stand out.; ABOUT US: ASIAN is a Proudly Indian and 100% Jute & Shoes brand. Our Laptop Bag stands for Style and Function, with an Essence of India. Couple of our bags were featured in the popular Netflix series Little Things 3. All our bags are handcrafted by expert artisans in our own manufacturing facility.Purpose: - Use this Sling Bags on all your casual occasions like Lunch Date, Shopping, Casual Outing, Parties etc. It can fit a phone, chrger, power bank, makeup, keys, pen, passport etc. A great gift for all the women.Strong & Sturdy: Handbags are designed with a smooth zipper closure making them ideal for storing your stuff securely. These are given double stitched stress points with strong shoulder straps which can be adjusted accordingly. A great choice for all your formal and casual parties.']",Visit the ASIAN Store
F Gear Burner 19 Liters P10 Sky Blue Casual Backpack (2186),https://www.amazon.in/F-Gear-Burner-P10-26-Ltrs-Blue-Casual-Backpack/dp/B01611Z04M/ref=sr_1_253?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-253,799,4.3 out of 5 stars,"2,122",['F Gear Burner 19 Liters P10 Sky Blue Casual Backpack (2186)'],B01611Z04M,"['Funky College Bag or School Bag which is Small, Compact & has an Ergonomic Sleek DesignDimension in cms (HxLxD): 46 x 31 x 16 (cm)Instead of the bottle holder we have two zip, pockets on both sides.Lightweight & Water ProofIt comes with the F Gear promise of quality.']",Visit the F Gear Store
FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,https://www.amazon.in/FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_254?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-254,799,4.0 out of 5 stars,"6,003",['FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women'],B07FM9BSKW,"['KEY FEATURES - Grey Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the BagAnti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.WARRANTY- 6 Month Manufacturer Warranty. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.']",Brand: FUR JADEN
Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow,https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_255?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-255,852,4.2 out of 5 stars,"1,443",['Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow'],B012NW0J30,"['Outer Material: Polyester, Color: Denim GreyCapacity: 24 liters; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH)Number of Compartments: 3Bottle holder mesh; Embedded organizerStyle Name: Traditional Backpacks; Pocket Description: Utility Pocket; Special Features: Back Padding; Water Resistance Level: Waterproof; Closure Type: Zipper; Pattern Name: SolidThree main compartmentsOne front smaller compartment']",Brand: Gear
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",https://www.amazon.in/FUR-JADEN-Backpack-Compartment-Organizer/dp/B0BYSZ3TKW/ref=sr_1_256?crid=2M096C61O4MLT&keywords=bags&qid=1685041940&sprefix=ba%2Caps%2C283&sr=8-256,799,4.6 out of 5 stars,100,"['FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls']",B0BYSZ3TKW,['Care Instructions: Wipe with Damp ClothNumber Lock: This Fur Jaden Anti Theft laptop backpack comes equipped with a Number Lock. This helps keep your laptop and other belongings safe when you need to leave your bag unattended in a public space. The number lock sequence can be changed and customised by your directly.USB Charging Port: Now charge your devices on the go with your new Fur Jaden backpack without the hassle of carrying a bulk power bank in your pocket/ hand at all times.Ergonomic Design: This backpack has been designed to ensure equal weight distribution on your shoulders along with padded shoulder straps and breathable air mesh on the back.Dimension: 45 CM (L) x 30 CM (W) x 13 CM (D). Storage Capacity: 18L. Weight: 600 Grams.Warranty: 1 Year Manufacturer Warranty against Manufacturing Defects'],Brand: FUR JADEN
Baggit Women's Tote Handbag - Medium,https://www.amazon.in/Baggit-Womens-Tote-Handbag-Medium/dp/B0BNTRZKLJ/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-257,794,5.0 out of 5 stars,2,"[""Baggit Women's Tote Handbag - Medium""]",B0BNTRZKLJ,"[""A bag that carries your world! A tote bag is a shoulder bag with parallel handles and comes either with or without side panels. It can also be loose or structured depending on the functionality. It has one big spacious compartment or can be organized into 2-3 main compartments. It's perfect for long hour outings, shopping or as work wear bags.Black exterior with 1 main compartment I 3 total number of pocket I Zipper closure I Cruelty-free premium material.Dimension :- Length : 35.56 cm x Width : 13.34 cm x Height : 24.13 cmMade in India | 6 Months warranty | Leading fashion handbag brand since 30 years.The elegant women's handbag is a perfect match for different occasions, such as travel, shopping, and other daily use, which could be a great ideal gift for your family and friends on their birthdays, anniversaries, weddings, and other special events.""]",Visit the Baggit Store
"Good Friends Blowzy Bags Laptop Messenger Bags for Men, Laptop Bags for Womens, Office Bags for Man, Laptop Briefcase, 15.6 inch Laptop Bag (Tan)",https://www.amazon.in/GOOD-FRIENDS-Blowzy-Messenger-Briefcase/dp/B088LG4CYY/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-258,599,3.9 out of 5 stars,43,"['Good Friends Blowzy Bags Laptop Messenger Bags for Men, Laptop Bags for Womens, Office Bags for Man, Laptop Briefcase, 15.6 inch Laptop Bag (Tan)']",B088LG4CYY,"['Shoulder Strap This laptop briefcase is provided with adjustable and detachable strap to provide comfort to shoulder while tryingTwin Grab Handles The briefcase has sturdy and durable twin grab handle which makes it easy to carry anywhere.Perfectly fits most 15-15.6 inches laptops, charger, ipad, book, pen, phone, wallet and more.2 Ways Of Usage: Features a removable adjustable anti-slip padded shoulder strap, dual sturdy handles Carry Handle and also can carry as a sleevestylish Laptop bag perfect for office and business professionals students and traveler']",Visit the Good Friends Store
ASTRID Women's Cotton Tote Bag,https://www.amazon.in/ASTRID-Womens-Cotton-Tote-MULTICOLOR/dp/B08QVCXFLY/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-259,599,4.0 out of 5 stars,39,"[""ASTRID Women's Cotton Tote Bag""]",B08QVCXFLY,"['Closure: Zipper✅ Made From 100% Sustainable And Natural Materials.✅ Zipper Closure. One Small Compartment Inside .✅ This Eco-Friendly Bag Is Entirely Designed And Made In India Using Finest Quality Materials.✅ Well Stitched Sturdy Handle To Ensure Comfortable Grip.✅ This Latest Trendy Bag Is Perfect For Effortless Style For Beach, Vacay, Shopping, Coffee Meet Ups, College Works, Travelling, Etc.']",Visit the ASTRID Store
F Gear Millionaire Doby 36 Ltrs Black Laptop Backpack (3201),https://www.amazon.in/F-Gear-Millionaire-Doby-Black-Laptop-Backpack/dp/B07XMLCYTH/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-260,"1,049",4.1 out of 5 stars,35,['F Gear Millionaire Doby 36 Ltrs Black Laptop Backpack (3201)'],B07XMLCYTH,"['Outer Material: Polyester, Color: BlackWaterproofCapacity: 36 liters; Weight: 950 grams; Dimensions: 35 cms x 23 cms x 48 cms (LxWxH)Number of Wheels: 0, Number of compartments: 2Laptop Compatibility: Yes, Laptop Size: 17 inchesStrap Type: AdjustableWarranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchaseHidden Secret Pocket at back']",Visit the F Gear Store
b4bags Mobile Sling Bag for Women | Small Sling Bags for Women | Ladies Mobile Purse for Women Sling Bag | Phone Bags for Women | Mobile Pouch for Women Sling Bag for Girls | Gifts For Women,https://www.amazon.in/b4bags-Womens-Denim-Small-Mobile/dp/B07P2JWCZX/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-261,449,4.2 out of 5 stars,"1,120",['b4bags Mobile Sling Bag for Women | Small Sling Bags for Women | Ladies Mobile Purse for Women Sling Bag | Phone Bags for Women | Mobile Pouch for Women Sling Bag for Girls | Gifts For Women'],B07P2JWCZX,"['DESIGNED FOR DAILY USE :This small bag for women makes your life easy. The main zippered compartment with two pockets keep your Stuff Secure. Small slips pocket at front and back keep things handy while you are on the go.LONG LASTING MATERIALS: These multi pocket wallets is made from Soft Denim Fabric .The Zippers are Smooth & Hardware is Rust Proof. It is the best choice for shopping, walking, traveling, and cycling, where you keep your hands free.MOBILE POUCH :These hand purse measure 7 Inches x 5 Inches can be easily carried as a crossbody phone bag or shoulder mobile purse. They are light in Weight & Spacious enough to hold Large Phones, Cash, Cards, Coins, Lipsticks, Keys, Pens ,Earphones & other little things.PRACTICAL & USEFUL GIFT FOR WOMEN :Gifts for Ladies Gift items for Women , Gifts for Women for Birthday Gift for Mom Gift for oFfice Colleague Female Gifts for Teenage Girls Useful Gifts for Women Birthday Gift for Women Cute Gifts for Women Birthday Gift For women Womenb4bags stands behind the quality of our products. If for any reason you are not satisfied with your purchase, Reach out to us, We provide a 30-day"" After Sale Service""']",Brand: b4bags
Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-262,N/A,4.2 out of 5 stars,"1,624",['Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey)'],B0895ZZHKK,['Meant for 15.6-inch laptopsMultiple compartments for additional accessoriesFront big pocket for quick-access your essentialsElegant and Lightweight Cross-dyed woven fabricFinished in Stylish warm dark grey and stretch to shoulder strapLaptop compartment fits up to 15.6 inch laptop with velcro laptop stripASUS reflective logo1 Year hardware warranty provided by the manufacturer from date of purchase'],Visit the ASUS Store
"American Tourister Sest+ Polyester 2 Compartment Unisex Backpack (Grey,Frsz)",https://www.amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BWFFFT5H/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-263,"1,429",4.1 out of 5 stars,9,"['American Tourister Sest+ Polyester 2 Compartment Unisex Backpack (Grey,Frsz)']",B0BWFFFT5H,['Product Type : BackpacksMaterial : PolyesterCompartment : 2Warranty : 1 yearWaterproof : No'],Brand: American Tourister
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Tan | Fits Upto 16"" Laptop/MacBook| Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men with Trolley Straps",https://www.amazon.in/Hammonds-Flycatcher-Leather-Messenger-LB168TN/dp/B0849V7MZN/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-264,"3,983",4.2 out of 5 stars,268,"['Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Tan | Fits Upto 16"" Laptop/MacBook| Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men with Trolley Straps']",B0849V7MZN,"['GENUINE LEATHER: This laptop bag for men / office bag for men is made of 100% Full Grain Genuine Leather. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.FEATURES OF LAPTOP BAG FOR MEN: Fits up Upto 16 Inch Laptop | Padded, detachable & adjustable shoulder Straps | Padded Laptop Compartment |2 Main Compartments | 2 Front Zipper Pockets | 1 Back Zipper Pocket|Wrap Handle Grip| Trolley Strap | Brand\'s Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand\'s Jacquard Fabrics | Brand\'s zippers & sliders | Stitched by a quality nylon thread | Dimension: L - 39 B -11 H - 27 cm.DESIGN DECENCY OFFICE BAG FOR MEN: This Hammonds Flycatcher genuine leather bag for men is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this leather bag for men as a messenger bag, shoulder bag, office bag , briefcase or laptop bag. Suitable for your school, office, college, & business for everyday use.MULTI-FUNCTIONAL COMPARTMENT: Roomy compartments in Flycatcher office bag for men provides separated space for your 16” Laptop/MacBook/notebook files, pens, wallet and all your items. This office bags for men has padded laptop compartment that offers perfect protection for your laptop from accidental bumps and shocks.PERFECT GIFT: This office bag for men is a great gifts for men / gift idea for Father\'s Day, Birthdays, Valentine\'s Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag makes a great gift for professionals, artists, students, and all sorts of officials.']",Visit the HAMMONDS FLYCATCHER Store
F Gear Milestone Olive Casual 20 Ltrs Laptop Backpack (3376),https://www.amazon.in/F-Gear-Milestone-Casual-Laptop-Backpack/dp/B08FX1R6WY/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-265,"1,155",4.0 out of 5 stars,745,['F Gear Milestone Olive Casual 20 Ltrs Laptop Backpack (3376)'],B08FX1R6WY,"['Pack all your essentials when you are on the go, in this canvas backpack from F Gear it has an appealing combination of style, fashion and function at the same time.the capacity of the bag is 20L comes with a drawstring closure and 4 pockets. The pocket on the side is zippered, one easy pocket in the front and two snap close pockets on the side of the backpack with magnet buttons to hold the valuables.Main padded compartment for 17” laptop and adjustable padded shoulder straps.This bag has top cover with quick release magnet buttons Also, comes with numerous colorful stickers that are added to the design to make it look trendy.Comes with the F Gear promise of quality and durability.']",Visit the F Gear Store
Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-266,746,4.0 out of 5 stars,"1,138",['Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip'],B0B7DT6HY3,"['SPACIOUS AND LIGHTWEIGHT: Light weight and spacious 35L Laptop backpack 2 Main Compartment and 2 Front Pocket with Two Side Water Bottle Pocket. <br>COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women. <br>PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. <br>OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. <br>Water Resistance Level: Waterproof; Pattern Name: Self Design; Age Range Description: Adult; Pocket Description: Utility Pocket <br>']",Visit the Martucci Store
Gison 20L Outdoor Ocean Pack Waterproof Dry Bag Sack Storage Bag Organizer for Traveling-Multi Color,https://www.amazon.in/Gison-Outdoor-Waterproof-Organizer-Traveling-Multi/dp/B07GFKMRBJ/ref=sr_1_267?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-267,599,5.0 out of 5 stars,3,['Gison 20L Outdoor Ocean Pack Waterproof Dry Bag Sack Storage Bag Organizer for Traveling-Multi Color'],B07GFKMRBJ,"['Package Included : 1 x 20 Litter BagSize : 36 cm x 52 cmMaterial : Waterproof Fabric PVCColor : Orange,Blue,Green,Purple,Pink,Red - ( Random color will send.)Bigger Space: you could put all your small items like phone, cash, tissue, keys, watch, etc, inside it.']",Brand: Gison
"The Purple Tree Multifunction Waterproof Laptop Travel Backpack with Shoe Compartment, Shoulder Bag, 35 L Laptop Backpack with USB Charging, Flight Cabin Backpack, Antitheft Zipper Bag",https://www.amazon.in/Purple-Tree-Multifunction-Waterproof-Compartment/dp/B0BKSXQBXX/ref=sr_1_268?crid=2M096C61O4MLT&keywords=bags&qid=1685041942&sprefix=ba%2Caps%2C283&sr=8-268,"2,499",3.7 out of 5 stars,20,"['The Purple Tree Multifunction Waterproof Laptop Travel Backpack with Shoe Compartment, Shoulder Bag, 35 L Laptop Backpack with USB Charging, Flight Cabin Backpack, Antitheft Zipper Bag']",B0BKSXQBXX,"['Care Instructions: Wipe with Damp ClothIf you frequently travel away from home for a day or two and need space to carry few pairs of clothes along with your laptop and toiletries, then Our Modish backpack is the perfect choice for you.Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage, Capacity: 36-55 Litre , Convinient For Flight Cabin LuggageRight sized with sturdy stitching; Dimension: (43cmx30cmx20cm), Color - BluePadded laptop compartment fits up to 15"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with two bottle holders on the sides, Separate Shoe CompartmentGRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material']",Visit the The Purple Tree Store
